ip,click_time
209964,2017-11-07 02:35:31
48451,2017-11-08 13:30:42
60621,2017-11-08 02:28:48
55614,2017-11-09 04:57:29
69372,2017-11-09 13:02:34
149978,2017-11-08 06:40:59
19964,2017-11-09 11:25:45
90485,2017-11-08 12:58:14
48240,2017-11-09 11:07:13
84774,2017-11-07 17:37:19
83866,2017-11-07 10:19:28
29025,2017-11-06 20:43:12
93845,2017-11-07 07:24:29
59869,2017-11-08 01:39:36
30131,2017-11-08 14:09:48
93021,2017-11-08 00:22:19
40379,2017-11-07 03:00:47
34595,2017-11-08 03:43:56
110373,2017-11-09 06:22:19
186004,2017-11-06 16:16:32
19248,2017-11-09 10:54:28
47902,2017-11-09 12:21:11
92615,2017-11-08 15:13:43
79827,2017-11-08 08:49:27
74100,2017-11-08 23:08:29
78984,2017-11-07 15:11:53
53715,2017-11-09 02:20:32
81501,2017-11-08 06:41:28
133103,2017-11-08 13:13:32
13001,2017-11-08 22:05:54
82038,2017-11-08 07:14:05
19454,2017-11-09 00:05:48
77065,2017-11-09 01:55:40
37375,2017-11-07 05:11:40
37752,2017-11-08 04:22:01
40816,2017-11-09 06:22:04
130278,2017-11-09 06:20:42
207374,2017-11-08 07:17:09
125295,2017-11-08 15:27:13
34052,2017-11-08 23:16:57
321313,2017-11-09 02:25:53
88234,2017-11-07 09:31:03
135992,2017-11-07 02:35:59
23971,2017-11-07 04:50:00
88128,2017-11-09 02:06:46
109735,2017-11-07 16:16:16
335676,2017-11-09 13:14:31
7699,2017-11-07 23:48:36
54645,2017-11-08 15:05:46
48282,2017-11-09 14:45:53
69055,2017-11-09 03:29:54
42649,2017-11-09 06:41:56
82239,2017-11-07 00:27:05
55910,2017-11-07 03:31:47
208090,2017-11-06 17:10:30
118457,2017-11-07 15:55:49
125593,2017-11-09 10:26:15
202255,2017-11-07 03:59:38
314659,2017-11-09 05:42:08
88157,2017-11-07 19:18:09
55149,2017-11-08 02:17:22
73487,2017-11-06 16:35:06
48212,2017-11-09 04:29:00
158549,2017-11-07 04:25:05
8293,2017-11-08 10:16:34
5178,2017-11-07 10:55:28
57834,2017-11-08 14:05:09
66933,2017-11-09 13:17:38
10392,2017-11-08 14:11:48
335411,2017-11-09 08:23:50
140826,2017-11-07 01:12:07
27499,2017-11-06 17:14:12
182552,2017-11-07 07:44:06
7448,2017-11-08 22:07:13
212322,2017-11-07 12:18:34
69647,2017-11-09 04:14:04
65937,2017-11-07 12:04:58
147605,2017-11-09 02:28:37
100393,2017-11-09 10:35:49
120086,2017-11-08 03:21:34
108913,2017-11-07 14:29:28
103177,2017-11-09 13:22:38
8827,2017-11-07 18:46:05
44150,2017-11-09 11:48:57
46558,2017-11-07 08:08:21
104879,2017-11-09 06:25:58
93046,2017-11-07 11:25:57
108913,2017-11-07 15:17:12
118190,2017-11-06 23:19:57
72291,2017-11-08 13:47:21
87643,2017-11-09 04:56:08
132269,2017-11-09 14:06:51
158759,2017-11-09 14:27:24
93054,2017-11-08 22:28:14
72195,2017-11-06 19:58:17
66254,2017-11-08 00:13:58
44595,2017-11-09 07:43:42
79620,2017-11-09 03:16:33
54368,2017-11-07 02:35:22
21732,2017-11-08 02:59:40
66013,2017-11-08 01:17:12
79919,2017-11-08 13:54:00
30280,2017-11-07 04:00:56
106223,2017-11-08 17:44:51
7088,2017-11-06 23:38:04
128210,2017-11-06 23:19:58
116831,2017-11-09 11:17:54
321521,2017-11-09 15:06:50
118393,2017-11-07 03:30:16
56498,2017-11-07 12:19:33
92783,2017-11-08 11:43:58
85625,2017-11-09 10:58:42
73487,2017-11-08 05:25:44
104548,2017-11-07 13:46:10
69008,2017-11-08 02:51:13
105128,2017-11-07 13:08:27
73168,2017-11-07 13:43:01
69525,2017-11-09 07:29:47
105154,2017-11-08 07:20:23
332632,2017-11-08 16:26:34
92964,2017-11-07 15:12:37
31033,2017-11-06 18:43:27
125362,2017-11-06 17:05:57
211402,2017-11-08 10:36:22
66769,2017-11-08 22:24:20
123549,2017-11-07 05:14:36
121243,2017-11-09 04:06:24
117769,2017-11-08 07:58:55
146001,2017-11-08 02:33:26
84896,2017-11-08 10:48:52
98073,2017-11-09 10:55:59
4295,2017-11-09 09:35:08
107395,2017-11-06 16:21:38
9096,2017-11-08 05:58:49
111025,2017-11-08 05:50:29
78772,2017-11-08 04:02:33
176580,2017-11-07 07:56:36
4486,2017-11-09 04:34:49
72287,2017-11-07 02:32:55
55142,2017-11-09 13:43:40
59395,2017-11-07 21:28:15
35176,2017-11-09 06:57:45
107828,2017-11-08 15:25:06
202366,2017-11-08 22:36:58
133473,2017-11-07 08:09:50
71601,2017-11-08 08:13:30
78108,2017-11-07 13:32:40
107801,2017-11-07 15:21:49
70645,2017-11-08 14:27:17
197287,2017-11-06 16:18:00
26858,2017-11-08 14:03:20
209663,2017-11-08 07:14:44
108341,2017-11-07 02:38:53
48212,2017-11-08 17:43:28
7444,2017-11-09 02:21:56
125756,2017-11-07 04:21:02
18294,2017-11-09 12:20:25
43834,2017-11-07 16:57:42
78833,2017-11-09 12:09:41
180069,2017-11-07 05:52:08
36213,2017-11-07 11:38:05
50969,2017-11-07 03:02:48
85323,2017-11-08 03:45:12
7813,2017-11-08 05:35:41
114276,2017-11-08 04:40:28
41483,2017-11-08 15:09:06
48587,2017-11-08 13:08:09
88971,2017-11-08 00:04:13
47887,2017-11-07 16:26:46
11947,2017-11-08 12:45:12
36150,2017-11-07 13:28:41
74355,2017-11-06 16:08:32
254862,2017-11-08 03:14:02
220613,2017-11-09 14:24:11
29497,2017-11-09 10:35:01
115525,2017-11-07 23:24:56
95681,2017-11-08 04:50:14
5348,2017-11-08 16:12:21
67658,2017-11-08 12:57:24
36150,2017-11-06 20:28:42
103760,2017-11-08 04:18:38
50169,2017-11-08 06:38:20
10544,2017-11-07 08:59:19
115779,2017-11-07 16:00:29
15490,2017-11-07 23:32:37
70073,2017-11-06 22:47:51
5348,2017-11-09 05:09:22
17717,2017-11-06 18:17:39
23402,2017-11-06 16:19:07
23358,2017-11-07 16:50:20
115388,2017-11-09 10:32:36
95423,2017-11-09 07:10:52
17149,2017-11-08 14:01:17
83996,2017-11-08 11:49:07
80655,2017-11-07 02:52:07
205979,2017-11-08 08:47:42
95697,2017-11-08 05:57:02
95199,2017-11-09 14:57:22
84888,2017-11-08 00:03:08
154111,2017-11-08 03:20:15
143786,2017-11-09 05:44:16
147957,2017-11-07 12:59:53
53743,2017-11-09 13:54:19
94147,2017-11-07 11:27:58
10066,2017-11-09 04:28:55
6773,2017-11-08 12:49:23
111324,2017-11-06 17:30:08
13034,2017-11-07 05:37:23
89227,2017-11-08 13:38:07
3553,2017-11-07 06:48:22
100245,2017-11-07 20:06:12
105311,2017-11-09 05:16:52
18772,2017-11-09 05:09:03
116935,2017-11-07 00:07:48
4919,2017-11-06 22:03:59
103062,2017-11-07 12:02:10
23225,2017-11-07 11:03:58
102670,2017-11-07 14:21:56
202528,2017-11-09 13:52:30
114526,2017-11-07 00:46:49
105475,2017-11-07 22:58:26
37079,2017-11-08 15:09:05
44433,2017-11-09 02:08:50
45351,2017-11-08 18:37:27
13974,2017-11-07 13:17:07
122038,2017-11-07 13:36:00
181403,2017-11-08 10:39:31
180891,2017-11-09 00:04:32
50840,2017-11-09 01:59:24
162182,2017-11-07 12:27:35
79857,2017-11-09 03:51:49
59125,2017-11-08 14:24:10
51992,2017-11-08 12:15:52
61787,2017-11-07 12:57:18
75684,2017-11-08 07:11:13
102211,2017-11-07 05:39:01
83867,2017-11-09 15:07:38
45041,2017-11-07 14:31:13
114314,2017-11-08 09:51:00
48212,2017-11-07 04:53:45
177921,2017-11-08 05:40:00
51361,2017-11-08 13:10:35
124574,2017-11-07 13:08:13
50949,2017-11-07 19:51:44
6380,2017-11-08 10:54:18
87435,2017-11-09 00:48:46
39238,2017-11-07 13:05:27
144046,2017-11-08 09:03:28
14236,2017-11-07 09:38:14
105637,2017-11-09 11:04:58
96245,2017-11-08 17:11:17
144716,2017-11-07 00:48:45
109644,2017-11-08 12:23:22
58712,2017-11-07 08:20:19
92712,2017-11-09 00:49:51
52726,2017-11-08 12:11:36
207490,2017-11-08 05:37:20
73527,2017-11-08 17:01:40
81121,2017-11-07 10:31:42
37437,2017-11-08 02:09:30
292151,2017-11-08 20:40:50
173152,2017-11-07 14:38:17
254369,2017-11-07 16:37:03
67467,2017-11-08 07:24:19
163593,2017-11-07 07:27:19
63832,2017-11-08 02:26:04
120791,2017-11-08 04:53:53
89550,2017-11-06 16:34:44
69913,2017-11-08 14:42:06
86521,2017-11-09 00:56:36
25792,2017-11-08 09:30:14
137332,2017-11-07 04:25:21
28237,2017-11-09 12:13:08
9881,2017-11-08 09:44:29
78881,2017-11-08 21:58:28
93389,2017-11-09 13:02:39
75959,2017-11-08 11:24:39
142366,2017-11-09 09:58:41
43827,2017-11-08 13:31:38
198670,2017-11-07 08:39:53
18942,2017-11-09 05:26:11
29993,2017-11-08 03:46:53
50165,2017-11-07 08:17:35
121972,2017-11-07 00:11:09
70073,2017-11-07 11:58:54
40179,2017-11-08 04:46:44
136747,2017-11-08 23:03:46
51013,2017-11-07 10:50:01
97773,2017-11-06 20:32:15
4127,2017-11-09 00:16:30
242604,2017-11-08 02:13:51
82039,2017-11-09 11:36:48
118123,2017-11-06 22:41:43
66339,2017-11-08 23:56:25
23674,2017-11-09 00:01:05
5348,2017-11-09 14:47:51
15682,2017-11-08 00:41:27
99172,2017-11-07 16:44:51
99150,2017-11-08 12:47:34
56536,2017-11-08 12:31:22
107441,2017-11-07 03:57:55
98207,2017-11-07 05:10:01
124649,2017-11-09 03:24:02
5074,2017-11-08 14:33:52
123701,2017-11-09 03:08:45
60413,2017-11-08 09:40:05
35252,2017-11-06 23:43:50
100275,2017-11-07 06:44:48
8026,2017-11-08 07:39:47
124006,2017-11-08 02:58:56
120215,2017-11-08 05:56:17
50954,2017-11-06 18:28:40
13145,2017-11-09 15:15:04
32391,2017-11-08 15:25:32
108019,2017-11-08 16:00:50
124375,2017-11-07 06:41:50
350641,2017-11-09 11:42:29
103236,2017-11-09 10:06:20
9624,2017-11-06 23:30:57
120075,2017-11-07 08:25:45
100182,2017-11-08 03:20:57
132822,2017-11-07 00:57:09
85188,2017-11-07 00:20:28
45785,2017-11-08 19:51:20
73370,2017-11-07 01:24:57
9794,2017-11-08 01:52:25
34600,2017-11-08 03:50:29
7808,2017-11-07 14:09:12
91635,2017-11-07 15:53:12
44076,2017-11-08 02:07:34
9874,2017-11-07 16:45:04
180003,2017-11-09 01:36:58
73487,2017-11-08 17:39:31
106241,2017-11-07 07:28:08
89874,2017-11-08 11:25:19
97712,2017-11-08 00:35:32
82618,2017-11-08 04:52:35
96777,2017-11-06 17:17:38
196854,2017-11-09 02:17:36
167266,2017-11-08 22:27:15
136449,2017-11-06 16:58:58
77361,2017-11-08 12:10:04
70533,2017-11-08 08:52:47
3133,2017-11-09 12:03:32
37186,2017-11-07 05:28:20
64367,2017-11-07 01:31:44
102280,2017-11-06 17:19:58
18108,2017-11-09 00:48:03
215871,2017-11-08 02:24:06
77655,2017-11-08 14:51:28
55213,2017-11-08 09:16:47
17149,2017-11-09 04:04:17
140567,2017-11-08 09:15:39
61400,2017-11-09 13:26:05
106419,2017-11-07 00:00:48
161734,2017-11-08 03:04:52
152433,2017-11-07 13:20:48
114461,2017-11-07 04:53:12
93021,2017-11-09 06:30:58
83594,2017-11-08 10:24:37
62845,2017-11-09 08:51:01
5348,2017-11-09 12:21:03
69469,2017-11-09 14:53:08
122679,2017-11-08 11:08:34
63878,2017-11-08 16:29:09
24985,2017-11-07 10:32:27
37475,2017-11-07 11:03:51
159082,2017-11-09 05:51:33
100971,2017-11-06 18:26:20
97903,2017-11-09 08:20:32
5348,2017-11-07 18:46:31
363526,2017-11-09 06:19:06
32470,2017-11-08 09:10:01
80634,2017-11-08 00:11:19
51361,2017-11-09 13:20:12
189746,2017-11-09 04:16:56
70311,2017-11-09 01:22:51
71535,2017-11-09 05:15:22
86767,2017-11-08 04:02:25
50328,2017-11-09 01:56:15
18703,2017-11-08 03:01:44
363142,2017-11-09 11:02:55
73814,2017-11-09 05:49:24
102118,2017-11-07 12:19:48
106537,2017-11-08 09:16:37
91661,2017-11-08 09:55:00
221485,2017-11-07 19:50:10
169851,2017-11-07 12:30:51
31385,2017-11-06 22:39:47
11272,2017-11-07 03:27:41
7709,2017-11-09 01:14:58
49602,2017-11-08 08:24:04
9057,2017-11-08 06:07:24
29943,2017-11-07 06:23:45
253184,2017-11-08 12:27:49
76181,2017-11-06 16:32:28
204844,2017-11-09 01:40:41
73487,2017-11-08 11:50:22
1881,2017-11-08 04:37:01
98635,2017-11-08 16:09:48
126178,2017-11-07 16:37:20
39007,2017-11-09 01:05:51
303875,2017-11-09 15:13:48
106690,2017-11-09 13:47:15
84703,2017-11-09 12:27:50
263509,2017-11-08 15:54:00
80088,2017-11-08 07:21:26
88992,2017-11-06 16:27:35
122129,2017-11-07 06:40:07
37472,2017-11-08 13:08:48
196389,2017-11-09 15:08:09
256175,2017-11-08 08:24:47
266451,2017-11-08 13:43:15
240485,2017-11-08 03:59:40
54386,2017-11-08 18:22:12
19844,2017-11-09 04:20:41
87907,2017-11-08 14:25:40
103721,2017-11-08 00:15:56
24729,2017-11-06 17:36:20
25071,2017-11-08 19:44:14
43793,2017-11-08 10:10:18
174887,2017-11-08 02:53:12
107520,2017-11-08 13:13:10
18099,2017-11-08 02:58:18
11752,2017-11-08 15:58:14
51159,2017-11-07 14:24:28
82039,2017-11-09 07:00:57
51945,2017-11-07 03:34:15
273876,2017-11-08 06:10:47
11044,2017-11-07 09:51:53
114474,2017-11-07 13:44:47
74006,2017-11-08 14:32:50
295134,2017-11-08 18:47:34
114376,2017-11-08 03:16:00
33947,2017-11-09 04:13:30
98944,2017-11-07 21:02:02
3009,2017-11-09 10:28:20
65427,2017-11-09 03:23:06
164786,2017-11-07 11:41:57
8364,2017-11-09 05:25:25
123872,2017-11-07 06:12:51
191295,2017-11-08 11:57:52
40372,2017-11-07 01:14:13
104199,2017-11-08 02:01:08
151376,2017-11-07 11:21:38
73516,2017-11-09 12:04:26
93021,2017-11-08 14:48:43
16859,2017-11-07 03:14:04
40379,2017-11-09 01:21:00
115941,2017-11-08 16:05:34
45386,2017-11-09 09:25:02
177846,2017-11-07 01:52:04
120510,2017-11-07 05:37:06
151699,2017-11-07 10:19:48
197671,2017-11-06 23:33:01
81896,2017-11-08 07:24:07
124897,2017-11-09 01:33:57
127203,2017-11-09 07:15:26
23496,2017-11-08 15:05:53
4405,2017-11-08 13:07:40
28088,2017-11-09 09:15:31
6581,2017-11-08 17:59:11
178350,2017-11-07 09:10:19
103588,2017-11-09 06:00:11
81319,2017-11-08 16:45:30
44744,2017-11-08 10:05:15
35405,2017-11-07 13:11:47
87879,2017-11-07 06:10:08
66948,2017-11-09 11:15:22
3994,2017-11-07 16:33:08
49404,2017-11-07 23:48:28
284406,2017-11-08 06:26:54
66198,2017-11-07 06:54:14
65673,2017-11-09 02:47:26
5314,2017-11-09 11:25:51
207870,2017-11-07 09:33:21
352643,2017-11-09 07:38:41
110652,2017-11-07 06:41:06
68537,2017-11-08 21:15:33
66918,2017-11-09 14:04:19
175248,2017-11-09 08:13:41
40245,2017-11-08 15:02:26
30280,2017-11-07 16:32:16
125848,2017-11-09 08:22:38
333041,2017-11-08 21:46:44
240889,2017-11-09 04:53:18
41308,2017-11-09 14:53:57
122688,2017-11-09 08:33:46
70376,2017-11-07 05:15:48
85660,2017-11-08 22:43:21
46923,2017-11-07 04:45:14
35541,2017-11-08 13:01:32
27437,2017-11-07 01:44:54
108227,2017-11-07 12:57:15
879,2017-11-07 08:09:13
86231,2017-11-09 14:38:50
22730,2017-11-09 08:36:52
77627,2017-11-07 10:01:38
26995,2017-11-08 06:48:40
119176,2017-11-09 15:26:50
13104,2017-11-06 16:11:21
179858,2017-11-06 19:05:18
48282,2017-11-09 04:25:32
114655,2017-11-07 03:55:26
46701,2017-11-09 05:40:36
7521,2017-11-09 06:06:45
67439,2017-11-07 15:22:34
225891,2017-11-09 12:28:16
37252,2017-11-07 10:32:16
162488,2017-11-07 14:47:13
118103,2017-11-09 06:39:35
60314,2017-11-08 16:53:14
54448,2017-11-07 11:45:00
25071,2017-11-07 13:40:48
76531,2017-11-09 05:52:52
30835,2017-11-09 00:50:36
237072,2017-11-08 06:23:42
83849,2017-11-07 05:15:32
42060,2017-11-08 00:10:39
100168,2017-11-06 16:23:25
115265,2017-11-07 15:00:30
135828,2017-11-08 14:36:18
178873,2017-11-08 12:28:00
5168,2017-11-07 08:43:09
27678,2017-11-07 14:41:48
15933,2017-11-09 04:07:42
21042,2017-11-09 10:29:24
73467,2017-11-08 08:48:40
98260,2017-11-09 07:38:29
34156,2017-11-09 09:54:46
46755,2017-11-07 10:38:55
77004,2017-11-08 10:15:21
119818,2017-11-07 13:52:41
34561,2017-11-07 05:59:52
63698,2017-11-07 10:33:32
22352,2017-11-09 08:59:11
77937,2017-11-07 13:28:24
128342,2017-11-08 16:34:38
80006,2017-11-07 02:33:04
199937,2017-11-07 09:20:14
82142,2017-11-07 13:01:00
320728,2017-11-09 09:16:17
192765,2017-11-07 04:31:44
73516,2017-11-08 00:39:07
19510,2017-11-07 05:19:38
93004,2017-11-08 11:02:38
211798,2017-11-08 14:22:59
76187,2017-11-07 04:21:43
84703,2017-11-07 13:06:24
55745,2017-11-08 03:32:29
114795,2017-11-09 13:57:44
6367,2017-11-08 22:43:14
348330,2017-11-09 12:41:34
17422,2017-11-07 00:35:51
175603,2017-11-08 12:06:35
125603,2017-11-08 17:02:36
98472,2017-11-09 13:14:08
48437,2017-11-08 15:13:08
102194,2017-11-07 03:14:53
100393,2017-11-07 15:08:18
79745,2017-11-09 14:10:54
73839,2017-11-08 21:59:52
83238,2017-11-07 04:34:18
201558,2017-11-09 15:23:16
100959,2017-11-07 13:40:44
45386,2017-11-09 13:17:47
197837,2017-11-07 14:30:34
17030,2017-11-08 03:45:27
84896,2017-11-07 23:11:26
65169,2017-11-08 11:27:04
26995,2017-11-09 11:52:35
186187,2017-11-08 02:22:40
23269,2017-11-08 16:01:48
53454,2017-11-08 16:16:18
202193,2017-11-07 05:05:47
62464,2017-11-07 14:12:02
40204,2017-11-08 23:46:22
308732,2017-11-09 14:56:57
126491,2017-11-07 04:51:52
65003,2017-11-08 22:55:40
73487,2017-11-07 15:14:07
70217,2017-11-07 12:11:40
3994,2017-11-07 11:56:47
95860,2017-11-09 10:19:44
84774,2017-11-08 17:35:10
192809,2017-11-07 00:38:12
190943,2017-11-09 11:24:32
208436,2017-11-07 23:46:10
86315,2017-11-08 16:10:37
5359,2017-11-08 07:39:44
113784,2017-11-09 12:50:19
80398,2017-11-09 14:42:53
96103,2017-11-08 01:42:04
71786,2017-11-07 01:48:26
24896,2017-11-08 00:05:38
203177,2017-11-07 17:29:20
72306,2017-11-09 14:36:49
119795,2017-11-08 09:09:25
167583,2017-11-09 05:04:51
174992,2017-11-08 13:37:50
72450,2017-11-08 09:48:38
14615,2017-11-08 17:09:03
173467,2017-11-08 02:20:48
159702,2017-11-07 00:12:26
137052,2017-11-08 07:03:24
193832,2017-11-07 01:39:32
259137,2017-11-08 11:32:35
113326,2017-11-08 07:48:37
48170,2017-11-09 12:12:19
136941,2017-11-09 03:57:29
165723,2017-11-07 01:59:59
197478,2017-11-07 01:27:21
246238,2017-11-09 15:01:07
77097,2017-11-08 09:47:46
72287,2017-11-09 06:59:21
237481,2017-11-07 21:28:30
219080,2017-11-08 14:18:00
34669,2017-11-06 16:39:50
24932,2017-11-08 03:57:30
39400,2017-11-08 10:48:15
112457,2017-11-07 05:16:53
129460,2017-11-07 01:01:10
128195,2017-11-08 00:07:04
193498,2017-11-07 03:20:17
38543,2017-11-09 13:42:30
312285,2017-11-09 03:11:44
40945,2017-11-09 06:17:33
118607,2017-11-07 03:30:09
192236,2017-11-08 08:12:15
98476,2017-11-07 11:02:29
36801,2017-11-07 01:15:28
162981,2017-11-09 00:49:56
40849,2017-11-07 07:36:01
277973,2017-11-08 13:26:06
19148,2017-11-07 13:18:26
91679,2017-11-07 13:05:50
119289,2017-11-09 00:59:46
35458,2017-11-09 01:23:11
117132,2017-11-07 04:50:11
99960,2017-11-09 05:01:23
100697,2017-11-08 10:34:37
19319,2017-11-09 03:49:36
279587,2017-11-07 16:26:21
66316,2017-11-08 00:24:53
98738,2017-11-07 18:55:17
38910,2017-11-08 10:06:10
39868,2017-11-08 06:04:07
120282,2017-11-08 07:34:22
3435,2017-11-09 08:15:54
204645,2017-11-07 12:19:21
78943,2017-11-08 22:43:27
52094,2017-11-07 08:39:50
92255,2017-11-09 02:10:00
100042,2017-11-08 23:27:59
34769,2017-11-09 14:31:19
31444,2017-11-09 14:20:59
126230,2017-11-08 03:45:05
60051,2017-11-08 10:17:49
105069,2017-11-09 04:43:54
92279,2017-11-07 04:52:29
203884,2017-11-07 00:27:05
111025,2017-11-08 11:56:17
48282,2017-11-08 11:29:42
31983,2017-11-09 09:53:00
32526,2017-11-07 03:48:37
108406,2017-11-09 09:55:42
63750,2017-11-07 23:40:12
17262,2017-11-09 03:43:20
93871,2017-11-09 02:37:35
5348,2017-11-09 15:00:46
169589,2017-11-07 04:59:43
103913,2017-11-09 13:06:35
113134,2017-11-09 03:30:48
5729,2017-11-07 14:32:26
95691,2017-11-09 01:05:08
198641,2017-11-07 15:35:16
121942,2017-11-09 14:06:55
27461,2017-11-08 13:55:23
343842,2017-11-09 14:21:18
103106,2017-11-08 00:45:02
53454,2017-11-08 15:47:45
23641,2017-11-09 12:47:36
27840,2017-11-06 21:09:45
77361,2017-11-08 19:44:15
92852,2017-11-07 03:10:26
48212,2017-11-09 14:14:30
94147,2017-11-08 03:03:52
9024,2017-11-08 04:06:26
96313,2017-11-09 13:40:57
93340,2017-11-08 12:59:52
122517,2017-11-08 04:51:18
5314,2017-11-08 09:00:34
125222,2017-11-09 09:53:22
42009,2017-11-07 11:24:19
87842,2017-11-07 10:35:52
178851,2017-11-08 00:13:11
331638,2017-11-09 06:10:48
8259,2017-11-09 05:41:36
195743,2017-11-08 00:46:19
66441,2017-11-09 01:20:43
32592,2017-11-08 09:26:37
111025,2017-11-08 12:29:46
15046,2017-11-07 12:57:29
105560,2017-11-07 20:20:43
15143,2017-11-08 04:48:23
115073,2017-11-09 06:58:18
14645,2017-11-09 14:20:59
42103,2017-11-09 02:21:18
113837,2017-11-06 16:00:42
22037,2017-11-09 02:55:39
147036,2017-11-07 01:41:06
14468,2017-11-08 10:50:09
158853,2017-11-08 16:22:38
3964,2017-11-09 13:33:22
3964,2017-11-09 15:37:03
26995,2017-11-09 09:32:40
111025,2017-11-09 01:04:04
95178,2017-11-07 00:33:14
258940,2017-11-08 12:56:13
72361,2017-11-09 06:26:01
31426,2017-11-09 10:58:07
76221,2017-11-07 09:06:50
66596,2017-11-07 12:33:18
230136,2017-11-08 11:53:37
18419,2017-11-07 16:05:30
43793,2017-11-08 00:04:11
34537,2017-11-07 00:43:13
100502,2017-11-06 16:57:59
48437,2017-11-07 00:34:21
166083,2017-11-07 07:49:02
104323,2017-11-09 03:18:35
122415,2017-11-07 04:56:49
48170,2017-11-09 13:45:07
79881,2017-11-08 07:27:26
8580,2017-11-08 07:43:33
102206,2017-11-09 13:23:34
251785,2017-11-07 18:40:08
141961,2017-11-08 23:54:15
182507,2017-11-08 02:50:18
39320,2017-11-08 02:47:54
169081,2017-11-08 02:19:30
173085,2017-11-09 10:38:33
92610,2017-11-07 00:30:28
102280,2017-11-09 13:12:54
135886,2017-11-08 07:04:36
26995,2017-11-07 11:26:54
119289,2017-11-09 06:41:01
125444,2017-11-07 01:21:00
119502,2017-11-08 02:34:09
102156,2017-11-09 05:53:27
112302,2017-11-09 10:51:49
83388,2017-11-08 05:19:04
148048,2017-11-07 09:17:27
226857,2017-11-08 00:16:10
15030,2017-11-06 17:23:38
119289,2017-11-09 02:20:19
288399,2017-11-09 00:16:08
37862,2017-11-08 23:37:06
4463,2017-11-09 08:18:48
11108,2017-11-07 03:26:34
75345,2017-11-09 00:36:49
59538,2017-11-06 23:44:08
106132,2017-11-09 00:05:46
59059,2017-11-07 10:39:40
86405,2017-11-09 13:35:07
279869,2017-11-09 01:29:20
169266,2017-11-08 06:26:30
84991,2017-11-08 00:34:03
135164,2017-11-07 16:19:31
23805,2017-11-07 13:15:11
201182,2017-11-07 13:53:32
84774,2017-11-09 14:26:43
133478,2017-11-07 12:11:32
111251,2017-11-08 09:52:28
99311,2017-11-09 06:15:43
235471,2017-11-09 05:47:33
133435,2017-11-07 15:42:24
325389,2017-11-09 05:39:14
205805,2017-11-08 14:10:13
45425,2017-11-08 09:07:49
8595,2017-11-06 16:58:33
204884,2017-11-08 04:41:03
107041,2017-11-08 18:28:26
230867,2017-11-08 09:28:57
111176,2017-11-07 06:39:35
12450,2017-11-09 07:06:35
48148,2017-11-09 09:09:57
248809,2017-11-08 05:37:47
273303,2017-11-08 03:36:04
171274,2017-11-07 05:28:53
86840,2017-11-09 00:15:24
109340,2017-11-07 01:01:44
75899,2017-11-07 05:09:24
97444,2017-11-08 05:17:51
211910,2017-11-07 04:35:23
67999,2017-11-07 00:53:27
132480,2017-11-07 01:22:11
92634,2017-11-08 14:44:11
72248,2017-11-08 03:00:14
51593,2017-11-07 23:05:17
9874,2017-11-07 23:22:27
85150,2017-11-07 15:50:15
120413,2017-11-08 06:09:27
100971,2017-11-08 13:45:31
2128,2017-11-07 02:41:39
8104,2017-11-09 14:00:24
73487,2017-11-07 04:28:59
33541,2017-11-07 19:18:37
69930,2017-11-08 07:24:05
17231,2017-11-07 10:44:10
274163,2017-11-08 10:08:21
113600,2017-11-08 15:23:48
8318,2017-11-08 07:25:56
924,2017-11-07 05:47:02
80409,2017-11-09 15:32:54
142171,2017-11-07 12:55:52
122972,2017-11-09 04:22:44
113696,2017-11-09 13:39:38
106284,2017-11-07 01:27:42
98453,2017-11-09 03:31:25
133981,2017-11-09 02:29:46
189285,2017-11-09 06:19:23
95766,2017-11-09 01:02:14
167940,2017-11-07 06:35:28
14764,2017-11-09 14:21:43
67197,2017-11-08 13:28:43
173674,2017-11-07 01:54:35
118339,2017-11-09 14:34:11
2095,2017-11-07 16:06:10
231321,2017-11-08 04:58:04
182369,2017-11-07 13:00:20
21249,2017-11-08 10:24:09
92712,2017-11-06 22:47:59
109723,2017-11-06 23:40:38
46149,2017-11-07 11:58:10
60501,2017-11-08 23:19:00
85241,2017-11-07 15:20:32
77499,2017-11-08 03:50:18
15520,2017-11-08 12:13:30
97646,2017-11-09 13:39:21
48637,2017-11-07 04:56:46
55566,2017-11-07 22:45:58
286187,2017-11-08 14:04:39
83045,2017-11-06 19:23:02
31597,2017-11-08 07:06:00
78896,2017-11-07 13:10:41
48170,2017-11-08 04:18:56
166410,2017-11-07 18:22:35
7521,2017-11-09 09:48:27
172110,2017-11-08 07:28:15
119934,2017-11-07 04:16:40
67294,2017-11-08 01:04:44
269589,2017-11-08 01:08:05
167804,2017-11-08 06:21:47
168217,2017-11-07 06:58:25
330528,2017-11-09 04:18:50
75807,2017-11-07 07:16:49
16909,2017-11-07 07:01:22
78526,2017-11-07 07:24:16
30179,2017-11-07 05:33:21
174988,2017-11-08 01:27:38
119349,2017-11-06 23:27:17
29752,2017-11-09 08:11:43
89269,2017-11-09 06:59:26
198427,2017-11-08 02:43:19
43078,2017-11-08 01:53:52
21249,2017-11-08 05:26:36
64354,2017-11-06 20:02:49
98357,2017-11-08 06:03:11
234524,2017-11-07 17:03:32
91116,2017-11-08 08:28:00
8179,2017-11-07 06:33:12
32487,2017-11-08 13:17:38
17988,2017-11-08 05:56:19
